purchase_order_id,supplier_id,sku,qty_ordered,order_date,expected_delivery_date,delivery_status
PO000380,SUP015,PRO00133,362,2024-06-28,2024-07-31,Cancelled
PO000381,SUP012,SKU00138,269,2023-06-04,2023-06-10,In Transit
PO000382,SUP026,PRO00047,249,2025-05-03,2025-05-09,Pending 
PO000383,SUP030,ITM00025,148,2023-03-28,2023-04-25,Delayed
PO000384,SUP023,PROD00045,312,2023-02-28,2023-03-16,Cancelled
PO000385,SUP008,ITM00001,527,2024-12-08,2025-01-25,Delivered
PO000386,SUP022,PROD00160,252,2025-08-25,2025-09-01,Delayed
PO000387,SUP015,PROD00129,324,2024-10-21,2024-11-28,Pending
PO000388,SUP028,PROD00121,255,2025-08-04,2025-09-08,Pending
PO000389,SUP004,PRO00156,475,07/22/2025,2025-08-27,Pending
PO000390,SUP017,PROD00185,188,2025-04-28,2025-06-07,Cancelled
PO000391,SUP018,SKU00116,463,2025-05-02,2025-05-22,Delayed
PO000392,SUP003,SKU00101,212,2023-07-01,2023-08-10,Pending
PO000393,SUP023,PRO00030,379,2024-05-27,2024-06-04,Delivered
PO000394,SUP009,PROD00147,547,2023-02-26,2023-03-06,Pending
PO000395,SUP018,PRO00003,247,2024-07-30,2024-09-15,In Transit
PO000396,SUP017,SKU00103,310,2024-12-06,2025-01-23,Pending
PO000397,SUP012,ITM00023,336,2023-01-17,2023-03-01,In Transit
PO000398,SUP015,PRO00064,418,2024-05-03,2024-05-27,Cancelled
PO000399,SUP008,ITM00113,477,2023-12-30,2024-02-08,Delayed
PO000400,SUP008,ITM00139,442,2024-08-03,2024-08-18,In Transit
PO000401,SUP011,PRO00042,322,2023-10-15,2023-12-03,Delayed
PO000402,SUP016,PRO00078,370,2025-01-16,2025-02-02,Delayed
PO000403,SUP020,PROD00147,492,2023-04-27,2023-05-06,Delayed
PO000404,SUP015,PROD00199,429,2025-04-09,2025-05-11,
PO000405,SUP027,ITM00111,305,2024-01-20,03/07/2024,In Transit
PO000406,SUP010,PRO00039,520,2024-01-19,2024-02-20,Pending
PO000407,SUP028,PRO00028,,2023-04-26,2023-05-24,In Transit
PO000408,SUP029,PRO00014,362,2023-01-27,2023-03-13,Delivered
PO000409,SUP015,SKU00009,172,2024-09-05,2024-10-21,In Transit
PO000410,SUP012,PRO00022,356,2024-01-23,2024-02-26,Delivered
PO000411,SUP025,PROD00121,365,2025-03-08,2025-03-23,In Transit
PO000412,SUP010,PROD00185,262,2023-10-30,2023-11-18,Delayed
PO000413,SUP028,PROD00049,475,2024-02-21,2024-02-26,Delivered
PO000414,SUP017,PRO00027,239,2024-04-08,2024-05-27,Cancelled
PO000415,SUP024,ITM00096,398,2023-05-15,2023-06-11,Cancelled
PO000416,SUP006,PROD00049,128,2023-12-15,2024-01-22,Pending
PO000417,SUP025,PROD00004,,2023-10-19,2023-11-01,Delayed
PO000418,SUP027,SKU00154,240,2025-01-18,2025-03-07,Cancelled
PO000419,SUP015,SKU00072,135,2023-12-28,2024-02-02,Cancelled
PO000420,SUP006,PROD00062,60,2023-09-30,2023-11-01,Delivered
PO000421,SUP003,ITM00023,438,2025-03-31,2025-04-11,Pending
PO000422,SUP021,ITM00127,457,2023-04-12,2023-04-28,Pending
PO000423,SUP010,PRO00074,224,2023-01-24,2023-02-02,Delivered
PO000424,SUP025,SKU00154,521,2023-04-08,04/26/2023,Pending
PO000425,SUP013,SKU00181,209,2023-02-27,2023-03-20,Delivered
PO000426,SUP029,PROD00164,376,2023-06-12,2023-07-01,Delivered
PO000427,SUP020,PROD00153,513,2023-09-05,2023-10-01,Cancelled
PO000428,SUP026,SKU00054,466,2025-03-23,2025-04-15,Delivered
PO000429,SUP025,ITM00077,313,2024-07-09,2024-07-21,Cancelled
PO000430,SUP018,PROD00185,405,2023-11-03,2023-12-17,In Transit
PO000431,SUP014,PROD00123,284,2024-06-30,2024-08-09,Pending
PO000432,SUP001,PRO00156,368,2024-09-24,2024-11-12,Cancelled
PO000433,SUP005,PROD00004,64,2023-04-07,2023-05-11,Delayed
PO000434,SUP027,PRO00150,549,2023-12-14,2024-01-01,
PO000435,SUP007,ITM00065,208,2023-09-17,2023-09-26,Delayed
PO000436,SUP004,PRO00198,95,2023-07-13,2023-07-22,Delivered
PO000437,SUP005,PROD00129,154,2023-07-04,2023-07-28,Cancelled
PO000438,SUP026,PRO00155,118,2023-05-15,2023-06-16,Cancelled
PO000439,SUP011,PROD00117,275,2023-11-01,12/09/2023,Delivered
PO000440,SUP007,SKU00002,368,2023-09-17,10/15/2023,Delivered
PO000441,SUP020,PRO00161,478,2025-02-13,2025-03-14,Pending
PO000442,SUP011,PRO00155,142,2023-10-28,2023-12-01,Cancelled
PO000443,SUP007,PRO00115,405,2025-09-25,2025-10-30,Cancelled
PO000444,SUP007,ITM00071,379,2024-09-10,2024-09-26,Delivered
PO000445,SUP028,PROD00051,245,2025-01-07,2025-01-21,Delivered
PO000446,SUP030,PROD00123,367,2023-05-18,2023-06-21,Delivered
PO000447,SUP021,PROD00187,274,2024-02-19,2024-03-25,Pending
PO000448,SUP024,PROD00171,539,06/08/2025,2025-07-23,Cancelled
PO000449,SUP024,ITM00127,325,2024-09-28,06-10-2024,In Transit
PO000450,SUP018,PRO00052,419,2023-09-05,2023-10-24, Delayed 
PO000451,SUP024,ITM00166,273,2024-02-03,2024-03-05,In Transit
PO000452,SUP020,PRO00064,417,2023-02-17,2023-04-01,Delayed
PO000453,SUP012,SKU00072,81,2024-07-30,2024-09-07,Pending
PO000454,SUP019,SKU00093,486,2023-10-31,2023-12-15,Cancelled
PO000455,SUP016,PRO00163,88,2023-01-23,2023-03-04,In Transit
PO000456,SUP021,SKU00094,121,2023-07-13,2023-08-08,Pending
PO000457,SUP016,SKU00031,83,2023-04-02,2023-04-08,
PO000458,SUP002,SKU00140,543,2024-03-15,2024-04-07,Delivered
PO000459,SUP030,SKU00143,530,2023-02-15,2023-04-01,Delivered
PO000460,SUP002,PROD00117,530,2024-09-11,2024-10-14,In Transit
PO000461,SUP005,ITM00025,98,2023-06-08,2023-06-21,Delayed
PO000462,SUP010,PROD00153,492,2024-02-07,2024-02-29,Delayed
PO000463,SUP022,PROD00044,503,2023-06-17,2023-07-30,Cancelled
PO000464,SUP029,ITM00091,516,2025-01-10,2025-01-30,Delivered
PO000465,SUP012,PRO00097,478,2023-07-04,2023-08-16,Cancelled
PO000466,SUP004,PROD00199,144,2025-07-17,2025-07-29,In Transit
PO000467,SUP028,ITM00034,415,2025-09-05,2025-10-17,Delivered
PO000468,SUP012,ITM00112,543,2024-10-19,2024-11-20,Delivered
PO000469,SUP023,PRO00104,436,2024-05-28,2024-07-06,In Transit
PO000470,SUP004,ITM00110,383,18-09-2023,2023-11-06,Delivered
PO000471,SUP004,ITM00063,281,2024-05-13,2024-05-30,In Transit
PO000472,SUP004,PROD00121,307,2023-09-04,2023-10-08,Delivered
PO000473,SUP022,PRO00087,500,2024-07-28,2024-09-09,Delayed
PO000474,SUP024,SKU00026,136,2023-02-19,2023-03-10,In Transit
PO000475,SUP008,PRO00148,219,2025-07-07,2025-07-17,In Transit
PO000476,SUP017,ITM00189,130,2023-10-27,2023-12-06,Delayed
PO000477,SUP023,ITM00096,180,2025-07-27,2025-09-07,Delayed
PO000478,SUP025,PRO00144,161,2025-04-29,2025-05-12,Cancelled
PO000479,SUP001,PROD00008,285,2024-04-25,2024-05-06,In Transit
PO000480,SUP022,SKU00181,441,2024-08-09,2024-08-14,In Transit
PO000481,SUP015,ITM00134,141,2023-12-18,2024-01-13,In Transit
PO000482,SUP010,SKU00138,333,2025-04-29,2025-05-10,Cancelled
PO000483,SUP009,PRO00053,386,2023-08-28,2023-10-09,In Transit
PO000484,SUP009,PRO00003,211,2023-08-16,2023-08-29,Delayed
PO000485,SUP003,ITM00128,179,2025-08-20,2025-09-14,Cancelled
PO000486,SUP016,PROD00153,225,2024-08-13,2024-09-05,In Transit
PO000487,SUP005,SKU00026,458,2023-12-11,2024-01-20,Pending
PO000488,SUP024,PRO00007,499,2025-06-18,2025-07-16,Cancelled
PO000489,SUP002,PROD00084,62,,2025-03-15,Pending
PO000490,SUP019,PRO00039,257,2023-10-17,2023-11-10,Delivered
PO000491,SUP026,ITM00033,482,2024-03-24,2024-05-10,Pending
PO000492,SUP027,PROD00045,147,2023-01-26,2023-02-19,Delayed
PO000493,SUP004,ITM00189,161,2025-06-25,2025-07-05,Delivered
PO000494,SUP022,PRO00163,133,2024-02-01,2024-03-08,In Transit
PO000495,SUP027,PROD00149,141,2024-12-12,2024-12-24,Pending
PO000496,SUP015,PROD00018,430,2023-11-25,2023-12-03,Pending
PO000497,SUP007,PROD00171,380,2023-03-04,2023-04-12,Delivered
PO000498,SUP007,SKU00124,380,2025-07-23,2025-08-18,Cancelled
PO000499,SUP005,ITM00070,204,2025-02-08,2025-03-16,Pending
PO000500,SUP026,PRO00066,174,,2025-02-25,Pending
PO000501,SUP006,ITM00158,58,2025-09-28,2025-10-27,Delivered
PO000502,SUP027,PROD00129,177,2025-01-08,2025-02-19,Cancelled
PO000503,SUP002,PRO00060,546,2023-11-18,2024-01-05,Delivered
PO000504,SUP003,SKU00124,289,2023-12-04,2024-01-14,Pending
PO000505,SUP029,PROD00145,102,2024-04-29,2024-06-15,Delivered
PO000506,SUP018,PROD00048,378,2025-01-18,2025-01-26,Cancelled
PO000507,SUP018,ITM00025,167,2025-07-13,2025-08-01,Delayed
PO000508,SUP021,SKU00054,279,2024-07-26,2024-08-30,Pending
PO000509,SUP015,SKU00002,544,2024-06-13,07/07/2024,Delivered
PO000510,SUP025,PRO00087,295,2024-06-29,2024-08-11,Delayed
PO000511,SUP015,SKU00120,466,2023-09-19,2023-11-06,Delivered
PO000512,SUP011,ITM00139,153,2024-09-13,2024-10-23, Delayed
PO000513,SUP002,PROD00051,478,2023-04-04,2023-05-22,Delayed
PO000514,SUP024,PRO00195,260,2024-08-21,2024-09-05,Delayed
PO000515,SUP002,SKU00194,60,2023-02-05,2023-03-19,
PO000516,SUP008,ITM00105,453,2024-03-22,2024-04-22,Pending
PO000517,SUP029,ITM00015,375,23-10-2024,2024-11-28,Pending
PO000518,SUP016,PRO00029,109,2023-03-01,2023-04-18,Cancelled
PO000519,SUP009,ITM00200,192,2023-01-01,2023-02-10,Pending
PO000520,SUP027,SKU00101,325,2024-03-16,2024-04-06,Pending
PO000521,SUP026,SKU00069,201,2024-08-25,2024-10-03,Cancelled
PO000522,SUP021,PRO00151,62,2024-04-15,2024-05-02,Delivered
PO000523,SUP015,PROD00153,205,2023-01-25,2023-03-01,In Transit
PO000524,SUP001,PROD00145,131,2023-03-23,2023-04-18,Delayed
PO000525,SUP017,SKU00002,366,2023-03-27,2023-05-06,Delivered
PO000526,SUP014,SKU00152,150,2024-10-14,2024-11-06,Delayed
PO000527,SUP030,PROD00090,487,2025-02-21,2025-03-10,Cancelled
PO000528,SUP027,SKU00194,150,2023-11-23,2023-12-27,Cancelled
PO000529,SUP001,PROD00080,454,2024-04-20,2024-05-18,Cancelled
PO000530,SUP027,SKU00170,95,2023-06-21,2023-07-06,Pending
PO000531,SUP002,SKU00046,158,2023-10-24,2023-12-10,Cancelled
PO000532,SUP017,PROD00147,98,2023-05-18,2023-06-30,Pending
PO000533,SUP021,ITM00021,545,2023-06-29,2023-07-04,Delivered
PO000534,SUP022,PRO00081,435,2025-01-31,2025-03-11,
PO000535,SUP006,PROD00073,143,2023-09-15,2023-10-11,Pending
PO000536,SUP007,PRO00012,509,2025-02-25,2025-04-11,Delivered
PO000537,SUP003,SKU00054,223,2024-06-13,2024-07-29,Pending
PO000538,SUP027,ITM00040,93,2024-02-24,2024-03-29,In Transit
PO000539,SUP018,ITM00065,266,2025-04-01,2025-04-25,Pending
PO000540,SUP009,PROD00191,344,2024-02-18,2024-03-04,Delivered
PO000541,SUP026,PROD00164,308,2025-03-23,2025-04-24,Delayed
PO000542,SUP024,ITM00025,,2024-05-29,2024-06-29,Delayed 
PO000543,SUP027,PROD00185,501,2024-03-12,2024-04-30, Delivered 
PO000544,SUP023,PRO00003,468,2025-01-31,2025-03-08,Pending
PO000545,SUP008,PRO00037,146,2023-05-06,2023-05-28,Delivered
PO000546,SUP025,PRO00131,149,2025-08-01,2025-08-26,In Transit
PO000547,SUP021,PRO00074,173,2024-02-18,2024-02-27,Pending
PO000548,SUP013,ITM00114,404,2023-05-26,2023-06-24,Pending
PO000549,SUP010,PROD00177,154,2024-07-11,2024-07-18,Cancelled
PO000550,SUP019,PROD00136,493,2023-04-10,2023-04-25,In Transit
PO000551,SUP013,PROD00108,342,2024-09-05,2024-10-01,Pending
PO000552,SUP007,PRO00144,449,2025-08-30,2025-10-02,Cancelled
PO000553,SUP012,PRO00100,440,2023-07-21,2023-08-13,In Transit
PO000554,SUP022,PRO00005,123,2025-02-19,2025-03-11,Delivered
PO000555,SUP026,PRO00068,369,2023-01-05,2023-01-13,Cancelled
PO000556,SUP013,PRO00032,427,2023-04-25,2023-05-09,In Transit
PO000557,SUP018,PRO00092,229,2024-06-22,08-07-2024,Delayed
PO000558,SUP013,ITM00071,305,2023-11-07,2023-12-14,Delivered
PO000559,SUP011,PROD00149,197,2023-01-13,2023-01-29,Delayed
PO000560,SUP017,PROD00160,274,2025-04-17,2025-05-05,Pending
PO000561,SUP010,ITM00111,527,2023-07-31,2023-08-19,Delivered
PO000562,SUP012,SKU00197,364,2024-02-02,2024-03-03,Delivered
PO000563,SUP011,PRO00014,75,2025-05-15,2025-05-26,Delayed
PO000564,SUP001,ITM00172,501,2025-07-29,2025-08-16,Pending
PO000565,SUP022,ITM00176,284,2023-03-30,2023-05-13,
PO000566,SUP026,SKU00154,389,2023-05-26,2023-06-09,Cancelled
PO000567,SUP023,PRO00012,167,2023-10-22,2023-11-19,Cancelled
PO000568,SUP002,PRO00060,338,2023-06-20,2023-08-02,Delayed
PO000569,SUP025,SKU00083,521,2023-06-18,2023-06-30,In Transit
PO000570,SUP020,ITM00110,464,2024-11-01,19-11-2024,Cancelled
PO000571,SUP020,ITM00114,232,2024-10-06,2024-11-12,Cancelled
PO000572,SUP012,PRO00161,515,2023-10-16,2023-11-10,In Transit
PO000573,SUP015,PRO00119,451,2023-02-05,2023-03-05,Delivered
PO000574,SUP012,PRO00133,224,2025-09-08,2025-09-14,Delivered
PO000575,SUP009,PROD00121,168,2023-06-28,2023-07-21,Delivered
PO000576,SUP016,PROD00106,368,2025-04-06,2025-04-23,In Transit
PO000577,SUP024,PRO00146,480,,2024-10-20,Pending
PO000578,SUP030,PRO00131,123,2024-02-03,2024-03-06,Pending
PO000579,SUP020,PROD00153,204,2023-02-09,2023-03-14,Delayed
PO000580,SUP024,ITM00063,173,,2023-03-30,Pending
PO000581,SUP003,PRO00068,128,2023-04-03,2023-04-09,In Transit
PO000582,SUP023,ITM00111,533,2023-09-27,2023-10-30,Pending
PO000583,SUP026,PRO00085,349,2025-08-27,2025-10-03,Pending
PO000584,SUP014,ITM00135,447,2024-07-03,2024-08-21,Pending
PO000585,SUP015,PROD00073,549,2025-01-11,2025-02-23,Cancelled
PO000586,SUP026,PRO00092,437,2023-08-22,2023-09-18,Cancelled
PO000587,SUP030,ITM00189,502,2023-11-21,2023-12-01,Delayed
PO000588,SUP020,PROD00024,230,2023-07-12,2023-08-13,Delayed
PO000589,SUP005,PROD00191,407,2024-01-16,2024-02-28,In Transit
PO000590,SUP014,PROD00062,297,05/14/2025,2025-06-12,Delivered
PO000591,SUP006,PROD00174,470,2023-12-30,2024-02-17,Delivered
PO000592,SUP028,SKU00020,131,2023-06-13,2023-06-30,Pending
PO000593,SUP027,SKU00140,,2023-11-18,2023-12-08,Cancelled
PO000594,SUP001,ITM00111,303,2025-03-18,2025-04-22,Cancelled
PO000595,SUP007,PROD00149,349,2023-10-16,2023-10-29,In Transit
PO000596,SUP029,PROD00168,516,2023-08-14,2023-09-19,Pending
PO000597,SUP025,PRO00060,236,2023-08-11,2023-09-20,Delivered
PO000598,SUP022,SKU00141,168,2023-05-30,2023-07-02,Delayed
PO000599,SUP026,SKU00054,,2024-06-21,2024-08-03,Cancelled
PO000600,SUP023,PROD00145,485,2025-09-19,10/29/2025,In Transit
PO000601,SUP014,PROD00174,250,2023-12-19,2024-01-29,Delayed
PO000602,SUP003,SKU00061,513,2023-04-11,2023-05-23,Pending
PO000603,SUP025,SKU00152,364,2024-08-21,2024-09-16,Cancelled
PO000604,SUP025,PRO00039,50,2024-08-14,2024-09-05,Pending
PO000605,SUP026,PRO00014,51,2025-05-22,2025-06-23,Cancelled
PO000606,SUP028,PROD00167,530,2025-05-30,07/01/2025,Delayed
PO000607,SUP011,ITM00091,527,2024-03-18,2024-04-27,Pending
PO000608,SUP017,SKU00143,246,2024-10-05,2024-11-19,Pending
PO000609,SUP004,PRO00038,531,2023-02-19,2023-03-26,Cancelled
PO000610,SUP017,PRO00087,115,24-02-2023,2023-03-09,Delivered
PO000611,SUP002,ITM00111,465,2023-01-22,2023-02-03,Delayed
PO000612,SUP017,ITM00034,401,,2023-12-08,
PO000613,SUP007,ITM00189,318,2025-01-28,2025-02-23,Pending
PO000614,SUP029,PRO00074,419,2024-02-10,2024-03-26,Delivered
PO000615,SUP022,PRO00013,245,2024-03-20,2024-04-04,Delayed
PO000616,SUP020,ITM00135,369,2023-07-29,2023-08-31,In Transit
PO000617,SUP002,PROD00044,323,2024-05-16,2024-07-02,Cancelled
PO000618,SUP002,PRO00047,364,2023-01-29,2023-03-13,Delayed
PO000619,SUP023,PROD00153,252,2024-04-08,2024-04-23,Delayed
PO000620,SUP002,SKU00009,291,2024-02-16,2024-03-13,Cancelled
PO000621,SUP024,PROD00167,219,2023-03-17,04/01/2023,In Transit
PO000622,SUP027,ITM00077,,2024-01-24,2024-03-04,In Transit
PO000623,SUP026,PROD00160,274,2023-12-11,2024-01-10,Delivered
PO000624,SUP005,SKU00169,95,2024-07-06,2024-08-09,In Transit
PO000625,SUP015,PRO00144,398,2023-01-18,2023-01-29,Cancelled
PO000626,SUP022,PROD00184,250,2025-04-01,2025-04-27,Pending
PO000627,SUP002,SKU00143,533,09/16/2025,2025-10-03,Pending
PO000628,SUP004,SKU00152,79,2023-06-04,2023-07-19,Cancelled
PO000629,SUP024,ITM00172,219,2023-02-19,2023-03-08, Delivered
PO000630,SUP015,SKU00124,52,,2025-05-17,In Transit
PO000631,SUP010,ITM00126,92,2024-01-08,2024-01-15,In Transit
PO000632,SUP026,ITM00043,256,2025-03-11,25-03-2025,Pending
PO000633,SUP023,PROD00125,254,2024-08-09,2024-09-22,Pending
PO000634,SUP011,SKU00170,209,2023-10-24,11/17/2023,Pending
PO000635,SUP006,SKU00181,426,2025-02-20,2025-02-27,Pending
PO000636,SUP019,PRO00022,284,2023-01-09,2023-01-25,In Transit
PO000637,SUP029,PROD00004,456,2024-03-10,2024-04-14,Pending
PO000638,SUP004,PROD00125,129,2025-05-12,2025-06-24,Cancelled
PO000639,SUP011,SKU00140,197,2024-12-07,2025-01-11,Delivered
PO000640,SUP026,PRO00097,381,2025-02-12,2025-02-19,Delivered
PO000641,SUP024,PRO00014,461,2024-01-26,2024-03-16,Pending
PO000642,SUP008,SKU00089,455,2023-02-23,2023-04-03,Cancelled
PO000643,SUP017,PROD00177,269,2023-03-26,2023-04-08,Pending
PO000644,SUP004,ITM00071,80,2023-12-05,2023-12-11,In Transit
PO000645,SUP027,PROD00129,455,2024-11-18,2025-01-05,Pending
PO000646,SUP021,ITM00096,321,2023-01-01,2023-01-18,Delayed
PO000647,SUP017,PRO00078,301,2024-10-14,2024-11-11,Pending
PO000648,SUP026,ITM00189,457,2023-06-06,2023-06-21,Pending
PO000649,SUP030,PRO00163,382,2023-09-19,2023-10-02,Delayed
PO000650,SUP017,ITM00070,412,2023-10-02,2023-11-19,In Transit
PO000651,SUP008,PROD00184,291,2025-07-10,2025-08-07,
PO000652,SUP012,ITM00040,,2023-07-26,2023-09-10,Delivered
PO000653,SUP017,PROD00117,53,2024-08-02,2024-09-20,Pending
PO000654,SUP028,PROD00160,252,2023-03-13,2023-03-25,Pending
PO000655,SUP010,ITM00043,190,2023-12-02,2024-01-19,Cancelled
PO000656,SUP023,PROD00184,311,2024-05-30,2024-07-07,Delivered
PO000657,SUP022,PRO00007,546,2025-05-16,2025-06-13,
PO000658,SUP015,SKU00098,57,2023-10-21,2023-11-05,In Transit
PO000659,SUP028,PRO00012,248,2025-06-18,2025-07-30,Delayed
PO000660,SUP023,ITM00015,86,2025-05-31,2025-06-16,
PO000661,SUP021,ITM00114,102,2025-04-24,2025-06-13,In Transit
PO000662,SUP026,PROD00192,233,2024-03-25,2024-05-05,In Transit
PO000663,SUP005,PRO00097,245,2024-07-19,2024-08-20,Pending
PO000664,SUP003,ITM00158,61,2023-06-29,2023-07-25,Delivered
PO000665,SUP028,PROD00024,475,2024-10-02,2024-10-09,Delayed
PO000666,SUP027,PROD00073,328,2025-06-11,2025-07-13,Delayed
PO000667,SUP006,PRO00095,,2023-02-18,2023-03-08,Delivered
PO000668,SUP014,PRO00137,153,2024-09-13,2024-09-23,Delayed
PO000669,SUP021,PRO00081,54,2023-11-17,2023-12-15,Delivered
PO000670,SUP019,PRO00137,101,2025-02-04,2025-02-12,
PO000671,SUP002,PRO00053,445,2025-05-20,2025-06-01,Delayed
PO000672,SUP025,PRO00163,101,2023-03-01,2023-03-06,Pending
PO000673,SUP022,PRO00017,516,2025-02-23,2025-03-28,Delayed
PO000674,SUP022,SKU00143,375,2025-08-20,2025-09-02,Pending
PO000675,SUP003,PROD00006,389,2025-07-14,2025-08-25,Pending
PO000676,SUP005,PRO00039,470,2023-01-28,2023-02-13,Delivered
PO000677,SUP005,PRO00131,370,2025-02-24,2025-04-01,In Transit
PO000678,SUP023,ITM00172,163,2023-11-16,2023-12-17,Delayed
PO000679,SUP017,PROD00184,388,2024-03-31,2024-04-28,In Transit
PO000680,SUP024,PROD00178,159,2025-01-29,2025-03-16,Delayed
PO000681,SUP027,ITM00126,,2025-08-01,2025-08-22,Delivered
PO000682,SUP019,PRO00097,192,02/22/2024,2024-03-05,Delayed
PO000683,SUP024,PRO00027,277,2023-10-25,2023-11-21,Delayed
PO000684,SUP019,SKU00197,360,2024-12-11,2025-01-19,In Transit
PO000685,SUP004,PROD00051,432,2023-01-10,2023-01-20,Delayed
PO000686,SUP003,PRO00193,98,2023-07-14,2023-08-28,
PO000687,SUP028,PRO00115,,2025-04-01,2025-05-13,Cancelled
PO000688,SUP005,SKU00054,291,2023-02-07,2023-03-29,Delivered
PO000689,SUP027,SKU00098,190,2024-05-24,2024-07-06,Delayed
PO000690,SUP027,SKU00089,364,2023-01-29,2023-02-14,Delivered
PO000691,SUP015,ITM00105,295,2023-04-21,2023-04-26,Cancelled
PO000692,SUP024,PRO00019,177,2025-08-28,2025-10-03,Delivered
PO000693,SUP029,PRO00144,71,2025-07-05,2025-07-24,In Transit
PO000694,SUP008,PRO00183,301,2025-08-03,2025-08-13,Delayed
PO000695,SUP021,SKU00142,448,2025-01-12,2025-02-07,Delayed
PO000696,SUP007,ITM00070,265,2024-07-08,2024-07-22,Cancelled
PO000697,SUP025,PRO00012,168,2024-05-13,2024-06-21,In Transit
PO000698,SUP024,SKU00082,321,2023-11-13,2023-11-20,Delayed
PO000699,SUP028,PRO00078,529,2024-11-07,2024-12-26,Delivered
PO000700,SUP003,PROD00084,149,2023-10-10,2023-11-26,Cancelled
PO000701,SUP004,ITM00099,415,2024-06-19,2024-08-01, Delayed
PO000702,SUP008,PRO00066,228,2025-03-31,2025-05-12,
PO000703,SUP002,PRO00162,536,2024-02-09,2024-03-14,Cancelled
PO000704,SUP025,PRO00022,441,2025-05-16,2025-06-14,In Transit
PO000705,SUP008,SKU00140,332,2025-05-17,2025-06-03,In Transit
PO000706,SUP018,PRO00193,270,2023-02-25,2023-03-03,Delayed
PO000707,SUP012,ITM00036,246,2025-09-27,2025-10-10,Delivered
PO000708,SUP016,PROD00174,249,2024-10-27,09-12-2024,Delivered
PO000709,SUP015,PRO00195,394,2025-07-17,2025-08-18,Pending
PO000710,SUP005,PRO00037,480,2023-03-08,2023-03-27,Delivered
PO000711,SUP018,PRO00119,243,2023-08-21,2023-09-18,Delivered
PO000712,SUP003,PRO00042,59,11-04-2024,2024-05-23,Pending
PO000713,SUP013,PRO00150,433,2024-07-10,2024-08-15,Delayed
PO000714,SUP007,SKU00179,150,2024-05-30,2024-06-21,Cancelled
PO000715,SUP012,ITM00040,374,2023-03-14,2023-04-15,Pending
PO000716,SUP026,SKU00101,502,2024-03-07,2024-04-18,Cancelled
PO000717,SUP011,SKU00179,545,2023-03-23,04/03/2023,Delivered
PO000718,SUP026,PROD00051,196,2025-07-23,2025-08-13,Pending
PO000719,SUP004,PRO00133,393,2023-06-21,2023-08-01,Pending
PO000720,SUP018,PRO00151,166,2025-04-17,2025-05-02,Cancelled
PO000721,SUP020,PRO00019,509,2023-01-01,2023-02-06,Cancelled
PO000722,SUP016,PRO00022,286,2023-08-15,2023-08-27,Delayed
PO000723,SUP018,PRO00068,482,2025-08-19,2025-09-08,In Transit
PO000724,SUP003,SKU00094,173,2025-01-26,2025-02-08,In Transit
PO000725,SUP017,ITM00091,477,2024-05-26,2024-06-03,Pending
PO000726,SUP028,SKU00173,413,2025-01-26,2025-03-03,In Transit
PO000727,SUP022,SKU00188,481,2023-02-21,2023-03-24,Delayed
PO000728,SUP004,ITM00127,339,2023-01-23,2023-02-26,Delivered
PO000729,SUP010,SKU00031,,2025-03-19,2025-03-24,Delayed
PO000730,SUP017,PROD00080,319,2025-07-08,2025-07-24,In Transit
PO000731,SUP008,PROD00153,51,2023-10-23,2023-11-07,Delivered
PO000732,SUP030,SKU00152,465,2025-08-08,2025-09-05,Pending
PO000733,SUP001,PROD00199,230,2023-03-04,2023-04-11,In Transit
PO000734,SUP021,PROD00164,391,,2024-07-19,Pending
PO000735,SUP015,ITM00043,525,2023-09-17,2023-09-30,Cancelled
PO000736,SUP013,SKU00122,256,2025-07-04,2025-08-11,Delayed
PO000737,SUP008,PRO00109,345,2024-03-01,03/29/2024,Delayed
PO000738,SUP024,PRO00119,55,10-05-2023,2023-06-16,In Transit
PO000739,SUP005,PROD00129,107,2023-11-13,2023-12-14,In Transit
PO000740,SUP028,SKU00138,469,2025-08-21,2025-09-28,Delivered
PO000741,SUP006,ITM00036,385,2023-11-11,2023-11-24,Pending
PO000742,SUP013,ITM00050,242,2025-05-28,2025-06-26,Pending
PO000743,SUP010,PRO00005,395,2025-04-09,2025-04-23,In Transit
PO000744,SUP029,PROD00123,323,2025-02-11,2025-03-13,Delivered
PO000745,SUP007,ITM00111,246,2023-02-09,2023-03-18,Delayed
PO000746,SUP001,PRO00013,51,2023-10-28,2023-11-23,Delayed
PO000747,SUP029,SKU00061,188,2024-04-05,2024-04-24,Cancelled
PO000748,SUP025,SKU00046,204,2025-05-20,2025-07-01,Cancelled
PO000749,SUP009,PROD00123,277,2024-01-17,2024-02-03,Pending
